ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
21126,variation,XXL-WHITE-843262298,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - WHITE, XXL",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,18.59,,,,https://shopflaire.pro/wp-content/uploads/2024/09/A0792844e4cb74da79409ee6210e19552G-3.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,WHITE,,0,Color,XXL,,0,,,,
21127,variation,DARKGREY-M-1147057373,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Dark Grey",1,0,visible,,,,,taxable,parent,1,228,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear.png_640x640.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,"Dark Grey",,0,,,,
21128,variation,DARKKHAKI-XXL-483313482,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XXL, Dark Khaki",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,32.75,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XXL,,0,Color,"Dark Khaki",,0,,,,
21132,variation,ORANGE-L-243606152,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Orange",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,27.35,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,Orange,,0,,,,
21133,variation,BLUE-XXL-416270934,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - XXL, Blue",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,,20.44,,,,,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,XXL,,0,Color,Blue,,0,,,,
21134,variation,ROSERED-XL(60-70KG)-CHINA-1563562535,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,241,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,"Rose Red",,0,"Ships From",CHINA,,0
21135,variation,SKYBLUE-M-476036241,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Sky Blue",1,0,visible,,,,,taxable,parent,1,229,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,"Sky Blue",,0,,,,
21137,variation,SKYBLUE-M-481816563,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Sky Blue",1,0,visible,,,,,taxable,parent,1,26,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,"Sky Blue",,0,,,,
21139,variation,SKYBLUE-L-739220645,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Sky Blue",1,0,visible,,,,,taxable,parent,1,211,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,"Sky Blue",,0,,,,
21140,variation,PURPLE-XL(60-70KG)-CHINA-1347705556,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,235,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,PURPLE,,0,"Ships From",CHINA,,0
21141,variation,BLACK-S-301968591,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Black",1,0,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,Black,,0,,,,
21143,variation,WHITE-M-829548192,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - M, white",1,0,visible,,,,,taxable,parent,1,98,,0,0,,,,,0,,,13.69,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,M,,0,Color,white,,0,,,,
21145,variation,BLACK-M-411383178,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Black",1,0,visible,,,,,taxable,parent,1,36,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,Black,,0,,,,
21146,variation,GREEN-L-660086619,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Green",1,0,visible,,,,,taxable,parent,1,188,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,Green,,0,,,,
21149,variation,BLACK-2XL(70-80KG)-CHINA-591346806,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,185,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,black,,0,"Ships From",CHINA,,0
21150,variation,SKYBLUE-S-459798742,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Sky Blue",1,0,visible,,,,,taxable,parent,1,223,,0,0,,,,,0,,,1064.7,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,"Sky Blue",,0,,,,
21151,variation,WHITE-L-64653036,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - L, white",1,0,visible,,,,,taxable,parent,1,98,,0,0,,,,,0,,,13.33,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8bb27ec143c94759bf5924ef14d0c70fz-2.webp,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,L,,0,Color,white,,0,,,,
21152,variation,BLACK-XXL-1424826763,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XXL, Black",1,0,visible,,,,,taxable,parent,1,47,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XXL,,0,Color,Black,,0,,,,
21153,variation,COFFEE-XL(60-70KG)-CHINA-959549215,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,242,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,Coffee,,0,"Ships From",CHINA,,0
21155,variation,BLACK-S-30447269,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Black",1,0,visible,,,,,taxable,parent,1,229,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-2.jpg_640x640-2.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,Black,,0,,,,
21157,variation,BLUE-M-1495312189,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - M, blue",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,13.54,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S09cbe27f34834c2fbe2f506e0b8640bc3-2.webp,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,M,,0,Color,blue,,0,,,,
21158,variation,IVORY-M-950300185,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Ivory",1,0,visible,,,,,taxable,parent,1,28,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,Ivory,,0,,,,
21160,variation,BLACK-XL-647617484,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Black",1,0,visible,,,,,taxable,parent,1,251,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,Black,,0,,,,
21162,variation,LIGHTYELLOW-XL-1492120967,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Light yellow",1,0,visible,,,,,taxable,parent,1,202,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-2.jpg_640x640-2.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,"Light yellow",,0,,,,
21163,variation,IVORY-L-1705545719,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Ivory",1,0,visible,,,,,taxable,parent,1,27,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,Ivory,,0,,,,
21164,variation,RED-2XL(70-80KG)-CHINA-1200739368,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,242,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,Red,,0,"Ships From",CHINA,,0
21165,variation,WHITE-S-203870389,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - S, white",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,13.8,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,S,,0,Color,white,,0,,,,
21166,variation,GREEN-M-669053135,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Green",1,0,visible,,,,,taxable,parent,1,233,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,Green,,0,,,,
21170,variation,BLACK-XL(60-70KG)-CHINA-484642800,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,207,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,black,,0,"Ships From",CHINA,,0
21171,variation,WHITE-XL-1094765507,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XL, white",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,13.83,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XL,,0,Color,white,,0,,,,
21172,variation,KHAKI-L-224742915,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Khaki",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,Khaki,,0,,,,
21173,variation,BRIGHTYELLOW-XL-1170753335,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Bright Yellow",1,0,visible,,,,,taxable,parent,1,211,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,"Bright Yellow",,0,,,,
21174,variation,WHITE-XXL-1062268752,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XXL, white",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.57,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XXL,,0,Color,white,,0,,,,
21175,variation,LIGHTYELLOW-L-723064038,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Light yellow",1,0,visible,,,,,taxable,parent,1,200,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,"Light yellow",,0,,,,
21177,variation,NAVYBLUE-S-1313901683,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Navy Blue",1,0,visible,,,,,taxable,parent,1,27,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,"Navy Blue",,0,,,,
21178,variation,PINK-L-343766617,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - L, pink",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,13.51,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S4cb9e20956b74097ba4161a00562ae280.webp,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,L,,0,Color,pink,,0,,,,
21179,variation,ARMYGREEN-M-150617493,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Army Green",1,0,visible,,,,,taxable,parent,1,239,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,"Army Green",,0,,,,
21182,variation,SKYBLUE-XL-660312483,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Sky Blue",1,0,visible,,,,,taxable,parent,1,220,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,"Sky Blue",,0,,,,
21184,variation,BRIGHTYELLOW-L-1089883672,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Bright Yellow",1,0,visible,,,,,taxable,parent,1,218,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,"Bright Yellow",,0,,,,
21186,variation,CHAMPAGNE-L-875689750,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, champagne",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,champagne,,0,,,,
21188,variation,BLACK-L-1451476775,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Black",1,0,visible,,,,,taxable,parent,1,305,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,Black,,0,,,,
21189,variation,PINK-XL-615708318,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XL, pink",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.53,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XL,,0,Color,pink,,0,,,,
21190,variation,NAVYBLUE-XL-1441908386,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Navy Blue",1,0,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,32.75,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,"Navy Blue",,0,,,,
21191,variation,NAVYBLUE-XS-192382390,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Navy Blue",1,0,visible,,,,,taxable,parent,1,19,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,"Navy Blue",,0,,,,
21192,variation,PINK-S-1085159915,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - S, pink",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.36,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,S,,0,Color,pink,,0,,,,
21195,variation,ARMYGREEN-S-1347413600,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Army Green",1,0,visible,,,,,taxable,parent,1,247,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,"Army Green",,0,,,,
21196,variation,PINK-M-304879139,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - M, pink",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.42,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,M,,0,Color,pink,,0,,,,
21197,variation,NAVYBLUE-M-125430872,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Navy Blue",1,0,visible,,,,,taxable,parent,1,22,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,"Navy Blue",,0,,,,
21199,variation,IVORY-M-348072205,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Ivory",1,0,visible,,,,,taxable,parent,1,217,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,Ivory,,0,,,,
21200,variation,EMERALD-M-7167967,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Emerald",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,Emerald,,0,,,,
21201,variation,BLUE-XL-90615338,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XL, blue",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.53,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XL,,0,Color,blue,,0,,,,
21202,variation,BLUE-XXL-1630057943,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XXL, blue",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,,14.16,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XXL,,0,Color,blue,,0,,,,
21204,variation,EMERALD-XXL-780489264,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XXL, Emerald",1,0,visible,,,,,taxable,parent,1,39,,0,0,,,,,0,,,32.75,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XXL,,0,Color,Emerald,,0,,,,
21208,variation,LIGHTYELLOW-M-2511676,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Light yellow",1,0,visible,,,,,taxable,parent,1,210,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,"Light yellow",,0,,,,
21209,variation,S-BLUE-401889169,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - blue, S",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,12.56,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,blue,,0,Color,S,,0,,,,
21210,variation,SKYBLUE-XL-687997216,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Sky Blue",1,0,visible,,,,,taxable,parent,1,30,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,"Sky Blue",,0,,,,
21212,variation,BLUE-L-543557638,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - L, blue",1,0,visible,,,,,taxable,parent,1,96,,0,0,,,,,0,,,14.0,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,L,,0,Color,blue,,0,,,,
21214,variation,BLACK-XL-1127469390,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Black",1,0,visible,,,,,taxable,parent,1,46,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,Black,,0,,,,
21215,variation,BRIGHTYELLOW-S-383929875,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Bright Yellow",1,0,visible,,,,,taxable,parent,1,212,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,"Bright Yellow",,0,,,,
21217,variation,PINK-XXL-1232714835,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse - XXL, pink",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,,13.57,,,,,,,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,,,,,,0,Size,XXL,,0,Color,pink,,0,,,,
21219,variation,BRIGHTYELLOW-M-12735367,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Bright Yellow",1,0,visible,,,,,taxable,parent,1,206,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,"Bright Yellow",,0,,,,
21220,variation,EMERALD-L-1474081008,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Emerald",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,Emerald,,0,,,,
21226,variation,IVORY-XL-736850630,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Ivory",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,23.76,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,Ivory,,0,,,,
21228,variation,DARKGREY-S-1027813727,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Dark Grey",1,0,visible,,,,,taxable,parent,1,238,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,"Dark Grey",,0,,,,
21230,variation,DARKGREY-L-262539372,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Dark Grey",1,0,visible,,,,,taxable,parent,1,237,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,"Dark Grey",,0,,,,
21231,variation,BLACK-L-1444860961,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Black",1,0,visible,,,,,taxable,parent,1,28,,0,0,,,,,0,,,23.11,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,Black,,0,,,,
21233,variation,GREEN-XL-1552956359,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Green",1,0,visible,,,,,taxable,parent,1,221,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,Green,,0,,,,
21234,variation,IVORY-S-1521989107,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Ivory",1,0,visible,,,,,taxable,parent,1,22,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,Ivory,,0,,,,
21238,variation,IVORY-L-1124855983,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Ivory",1,0,visible,,,,,taxable,parent,1,218,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,Ivory,,0,,,,
21239,variation,IVORY-XS-773226351,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Ivory",1,0,visible,,,,,taxable,parent,1,26,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,Ivory,,0,,,,
21246,variation,EMERALD-XL-1451468662,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XL, Emerald",1,0,visible,,,,,taxable,parent,1,38,,0,0,,,,,0,,,32.75,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XL,,0,Color,Emerald,,0,,,,
21248,variation,EMERALD-XS-850019808,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Emerald",1,0,visible,,,,,taxable,parent,1,42,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,Emerald,,0,,,,
21249,variation,CHAMPAGNE-XS-1111756541,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, champagne",1,0,visible,,,,,taxable,parent,1,11,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,champagne,,0,,,,
