ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
20895,variation,WHITE-M-1199729268,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - M, WHITE",1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,,18.7,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8694e7f866f34b30b0216cc2978b60e8c.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,M,,0,Color,WHITE,,0,,,,
20896,variation,WHITE-S-1549692224,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - S, WHITE",1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,18.57,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8694e7f866f34b30b0216cc2978b60e8c-1.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,S,,0,Color,WHITE,,0,,,,
20898,variation,APRICOT-S-396016902,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - S, apricot",1,0,visible,,,,,taxable,parent,1,23,,0,0,,,,,0,,,18.63,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S63279fce03164fe88914c2485bf64dd9h.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,S,,0,Color,apricot,,0,,,,
20899,variation,WHITE-L-131858720,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - L, WHITE",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,18.72,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S8694e7f866f34b30b0216cc2978b60e8c.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,L,,0,Color,WHITE,,0,,,,
20900,variation,APRICOT-L-399301342,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - L, apricot",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,19.67,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S63279fce03164fe88914c2485bf64dd9h-1.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,L,,0,Color,apricot,,0,,,,
20901,variation,APRICOT-M-1709617313,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - M, apricot",1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,18.62,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S63279fce03164fe88914c2485bf64dd9h-2.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,M,,0,Color,apricot,,0,,,,
20902,variable,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,"<div style=""margin:10px auto 0 !important;max-width:100% !important""><img src="""" style=""width:932px !important"" /><div style=""margin-top:-90.77% !important""><div style=""margin-left:0.0% !important;margin-top:0.0% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:20.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:40.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:60.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:80.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:0.0% !important;margin-top:0.0% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:20.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:40.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:60.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:80.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:0.0% !important;margin-top:0.0% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:20.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:40.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:60.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div><div style=""margin-left:80.0% !important;margin-top:-30.26% !important;width:20.0% !important""><a href="""" target=""_blank"" rel=""noopener""><img src=""?width=186&amp;height=282&amp;hash=468"" style=""width:186px !important;height:282px !important"" /></a></div></div></div><div> \n <div> \n  <br> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n  <img src=""?width=1001&amp;height=1001&amp;hash=2002""> \n </div> \n</div>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S3915e6ae59c4481cb8eda40e20eee552e-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sd015606c9d7c4fa28cb1462b3590dcd5k-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sb68372598781477bbd9d6ee0ffb72172i-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sfc03b3fbbb94445f8afad53abf7a643bE.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S38acf84c64574010a1bc2f41589c741cW.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S00f97390a49f4e468e39a3de397eada9V.webp",,,,,,,,,0,Size,"M(35-50kg), L(50-60kg), XL(60-70kg), 2XL(70-80kg)",1,0,Color,"Oxford gray, PURPLE, black, PEARL GREY, Red, Yellow, Cyan, Coffee, Rose Red",1,0,"Ships From",CHINA,1,0
20903,variation,BLACK-L-587606198,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - L, Black",1,0,visible,,,,,taxable,parent,1,31,,0,0,,,,,0,,,19.16,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S45dc201c051a486d8aed8d8942366212Q-3.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,L,,0,Color,Black,,0,,,,
20904,variation,MIXEDCOLOR-S-299812265,"Elegant Long Jumpsuit Women Sexy Backless Wide Leg Jumpsuits Casual - S, Mixed Color",1,0,visible,,,,,taxable,parent,1,1015,,0,0,,,,,0,,,17.36,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S417344c9ecf14fcdaf7a3c94a87a8cf37.webp,,,elegant-long-jumpsuit-women-sexy-backless-wide-leg-jumpsuits-casual-94792411,,,,,,0,Size,S,,0,Color,"Mixed Color",,0,,,,
20905,variable,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion",1,0,visible,,"<div class=""detailmodule_dynamic""></div>\n<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><p><br /></p>\n<p><br /></p>\n<div class=""detailmodule_dynamic""> \n</div> \n<div class=""detailmodule_dynamic""></div> \n<div class=""detailmodule_html""> \n <div class=""detail-desc-decorate-richtext""> \n  <div class=""detailmodule_dynamic""></div> \n  <div class=""detailmodule_html""> \n   <div class=""detail-desc-decorate-richtext""> \n    <div id=""offer-template-0""></div> \n    <div> \n     <br /> \n    </div> \n    <div> \n     <div class=""detailmodule_media""> \n      <div class=""video-container-1100139843004""> \n       <div class=""detail-video"" id=""1100139843004"" data-previewurl=""""></div> \n      </div> \n     </div> \n     <br /> \n     <img src=""?width=750&amp;height=124&amp;hash=874"" /> \n     <img src=""?width=800&amp;height=943&amp;hash=1743"" /> \n     <img src=""?width=800&amp;height=1025&amp;hash=1825"" /> \n     <img src=""?width=800&amp;height=1057&amp;hash=1857"" /> \n     <img src=""?width=800&amp;height=796&amp;hash=1596"" /> \n     <img src=""?width=800&amp;height=791&amp;hash=1591"" /> \n     <img src=""?width=800&amp;height=1052&amp;hash=1852"" /> \n     <img src=""?width=800&amp;height=1193&amp;hash=1993"" /> \n     <img src=""?width=800&amp;height=1116&amp;hash=1916"" /> \n     <img src=""?width=800&amp;height=1039&amp;hash=1839"" /> \n     <img src=""?width=800&amp;height=1171&amp;hash=1971"" /> \n     <img src=""?width=750&amp;height=1000&amp;hash=1750"" /> \n     <img src=""?width=750&amp;height=1000&amp;hash=1750"" /> \n     <img src=""?width=750&amp;height=1000&amp;hash=1750"" /> \n     <img src=""?width=969&amp;height=1500&amp;hash=2469"" /> \n     <img src="""" /> \n     <img src=""?width=900&amp;height=1200&amp;hash=2100"" /> \n    </div> \n    <div> \n     <br /> \n    </div> \n   </div> \n  </div> \n  <div> \n   <br /> \n  </div> \n </div> \n</div> \n<p><br /></p>\n<p><br /></p>\n<p><br /></p>\n<br /></div></div>\n",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Sf1c56d9951d9417186684690770a037eD-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S100daa4b5db440229bbe276633e9ab6aK-5.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Saee6695afeb2468e8deca6f4ae9aa058w-3.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Scc31705f91aa4e67a801713537650dc30-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S44c0b75981a94d44a44fd1c975d56935J-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S94d28e5339904f4aa4a99bdba10b0f90c-4.webp",,,,,,,,,0,Size,"XXXL wears 76-80KG, XXL wears 72-76KG, XL wears 62.5-72KG, S wears 40-50KG, L wear 57-62.5KG, M wears 50-56.5KG",1,0,Color,"light green, white shirt, light blue shirt, navy blue shirt, pink (color)",1,0,,,,
20906,variable,loose-vintage-harajuku-lantern-long-sleeve-women-sweater-korean-autumn-560182546,"Loose Vintage Harajuku Lantern Long Sleeve Women Sweater Korean Autumn",1,0,visible,,"<div class=""detailmodule_text""><p style=""font-family:OpenSans;font-size:20px;font-weight:900;line-height:28px;margin-bottom:12px"" class=""detail-desc-decorate-title"">One Size</p><p style=""font-family:OpenSans;font-size:14px;font-weight:300;line-height:20px;margin-bottom:12px"" class=""detail-desc-decorate-content"">Shoulder:26-48cm     Bust:72-110cm<br /><br />Size mearsured by ourselves,<br />sometimes has some errors, but always within 3cm.<br />'- ': refers to the elastic range of the clothes.</p></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><div class=""detailmodule_image""><img class=""detail-desc-decorate-image"" src="""" /></div><br />",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S9474ae9c90684707bdf049f24d4f2b9b2-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S76eced0bda55437eb17c9e88a9f2dbb4q-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sf271ef8dae1b4f2aabb29eb30c3957ceF-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S1d3b4c720558439d96b0c2d5f7cdcfc2G-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S6e254d8d58cf4d8d99f60c357e653d37E-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S447670abdddf426aa3304f130f5e8f5dU-1.webp",,,,,,,,,0,Size,"One Size",1,0,Color,"Brown, Pink, black, Beige",1,0,,,,
20907,variable,women-spring-summer-style-chiffon-blouses-shirt-lady-casual-short-1419436356,"Women Spring Summer Style Chiffon Blouses Shirt Lady Casual Short",1,0,visible,,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><div class=""detailmodule_image""><img style=""margin-bottom:10px"" class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /><img class=""detail-desc-decorate-image"" src="""" /></div><p><br /></p></div></div><p><br /></p></div></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S27ea33d7fa974068aff7292793bb94f93-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sb040b0d3b9f640a9a0145a2318344c5bc-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S54ce7436f0224036a50146bc2b656113e.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S617cc215a009430a9b6bfbf1d4293410w.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S84d01f047624489090fe8d1f6dd9acf46.webp",,,,,,,,,0,Size,"M, L, XXL, XXXL, XL",1,0,Color,white,1,0,,,,
20908,variation,APRICOT-XL-281606337,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - XL, apricot",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,19.48,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S63279fce03164fe88914c2485bf64dd9h-3.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,XL,,0,Color,apricot,,0,,,,
20909,variation,MIXEDCOLOR-XL-1705318132,"Elegant Long Jumpsuit Women Sexy Backless Wide Leg Jumpsuits Casual - XL, Mixed Color",1,0,visible,,,,,taxable,parent,1,997,,0,0,,,,,0,,,18.16,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S417344c9ecf14fcdaf7a3c94a87a8cf37-1.webp,,,elegant-long-jumpsuit-women-sexy-backless-wide-leg-jumpsuits-casual-94792411,,,,,,0,Size,XL,,0,Color,"Mixed Color",,0,,,,
20910,variation,MIXEDCOLOR-L-151693515,"Elegant Long Jumpsuit Women Sexy Backless Wide Leg Jumpsuits Casual - L, Mixed Color",1,0,visible,,,,,taxable,parent,1,966,,0,0,,,,,0,,,18.02,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S417344c9ecf14fcdaf7a3c94a87a8cf37-2.webp,,,elegant-long-jumpsuit-women-sexy-backless-wide-leg-jumpsuits-casual-94792411,,,,,,0,Size,L,,0,Color,"Mixed Color",,0,,,,
20911,variation,BLACK-2XL-1292025196,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - 2XL, Black",1,0,visible,,,,,taxable,parent,1,23,,0,0,,,,,0,,,19.03,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S45dc201c051a486d8aed8d8942366212Q-4.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,2XL,,0,Color,Black,,0,,,,
20915,variation,MIXEDCOLOR-M-829281724,"Elegant Long Jumpsuit Women Sexy Backless Wide Leg Jumpsuits Casual - M, Mixed Color",1,0,visible,,,,,taxable,parent,1,940,,0,0,,,,,0,,,17.64,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S417344c9ecf14fcdaf7a3c94a87a8cf37-3.webp,,,elegant-long-jumpsuit-women-sexy-backless-wide-leg-jumpsuits-casual-94792411,,,,,,0,Size,M,,0,Color,"Mixed Color",,0,,,,
20916,variation,BLACK-XL-731822515,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - XL, Black",1,0,visible,,,,,taxable,parent,1,26,,0,0,,,,,0,,,19.14,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S45dc201c051a486d8aed8d8942366212Q-2.webp,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,XL,,0,Color,Black,,0,,,,
20920,variable,women-sexy-solid-color-slim-chiffon-shirt-turn-down-collar-flare-1626754032,"Women Sexy Solid Color Slim Chiffon Shirt Turn-down Collar Flare",1,0,visible,,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><p style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;width:100%;text-align:center"" align=""center""><img src=""?width=900&amp;height=383&amp;hash=1283""></p><br><br><p style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;width:100%;text-align:center"" align=""center""><img src=""""></p><br><p style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;width:100%;text-align:center"" align=""center""><img src=""?width=1000&amp;height=541&amp;hash=1541""><img src=""?width=750&amp;height=1000&amp;hash=1750""><img src=""?width=750&amp;height=1000&amp;hash=1750""><img src=""?width=750&amp;height=1000&amp;hash=1750""><img src=""?width=750&amp;height=1000&amp;hash=1750""><img src=""?width=1440&amp;height=1920&amp;hash=3360""><img src=""?width=1326&amp;height=1768&amp;hash=3094""><img src=""?width=1158&amp;height=1544&amp;hash=2702""><img src=""?width=1383&amp;height=1844&amp;hash=3227""><img src=""?width=1158&amp;height=1544&amp;hash=2702""><img src=""?width=1331&amp;height=1774&amp;hash=3105""><img src=""?width=1544&amp;height=1158&amp;hash=2702""><img src=""?width=800&amp;height=975&amp;hash=1775""><img src=""?width=800&amp;height=489&amp;hash=1289""></p><p><br></p></div></div>\n",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/S689a8a3f82fb457faf142c55f87aedff4-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S24904408b7b84617b1143a924b9c9d03u-5.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Se979ad8a24c34f6fa4a3e9236e3d22e8c-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S01b07fd3309e47adbc4bcd8d0cd46950W-2.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S6d4b76b08ec24700889776649f3e9abbg-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S75ee4f6aaabc4de5ad1007326426b8b4V-1.webp",,,,,,,,,0,Size,"XL, M, L, S",1,0,Color,"black, WHITE",1,0,,,,
20922,variation,WHITE-XL-1434076927,"Women Chiffon Button Turtleneck Shirt Chic Elegant Floral Lace Fluffy - XL, WHITE",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,18.63,,,,,,,women-chiffon-button-turtleneck-shirt-chic-elegant-floral-lace-fluffy-1091084484,,,,,,0,Size,XL,,0,Color,WHITE,,0,,,,
20924,variable,mueyaruho-2023-autumn-winter-women-oversized-plaid-shirt-vintage-long-47734310,"Mueyaruho 2023 Autumn Winter Women Oversized Plaid Shirt Vintage Long",1,0,visible,,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext""><p style=""text-align:center"" align=""center""><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /></p></div></div><p><br /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Sc9a13bb222ab4efaa5870e083dfd968dp-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S378bf97ccbff4e6da7704e0a464802c2j-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sde9c2f8a6c2742f388b31dc34ab94f91J-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S4bb1f618cfb845a6b7ed6b36af7a3d4fz.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Sea65a263634741b1880997d0a82194caJ.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S4d5f6e1dbff14ebd957009cb5f9c8917i.webp",,,,,,,,,0,Size,"M, S, L",1,0,Color,"Orange, Green, Pink",1,0,,,,
